label,messages,length
ham,I'm in chennai velachery:),26
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",322
ham,Dun need to use dial up juz open da browser n surf...,53
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",99
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",115
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",162
ham,I didn't get the second half of that message,44
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,101
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",242
ham,"Oops, I'll let you know when my roommate's done",47
ham,I'm on the bus. Love you,24
ham,"Yep, at derek's house now, see you Sunday &lt;3",47
ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,161
ham,"Yo, you at jp and hungry like a mofo?",37
ham,I've told him that i've returned it. That should i re order it.,63
ham,Come to medical college at 7pm ......forward it da,50
ham,Yes princess! I want to please you every night. Your wish is my command...,74
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,85
ham,Well i will watch shrek in 3D!!B),33
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,159
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",192
ham,DO U WANT 2 MEET UP 2MORRO,26
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,114
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",136
ham,Some are lasting as much as 2 hours. You might get lucky.,57
ham,I am on the way to ur home,26
ham,Are you plans with your family set in stone ?,45
ham,U still going to the mall?,26
ham,In fact when do you leave? I think addie goes back to school tues or wed,72
ham,Carry on not disturbing both of you,35
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,84
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",155
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",132
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156
ham,Is she replying. Has boye changed his phone number,50
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,57
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45
ham,it's really getting me down just hanging around.,48
ham,I though we shd go out n have some fun so bar in town or something – sound ok?,78
ham,Dear where you will be when i reach there,41
ham,Babe ? I lost you ... :-(,25
ham,* Thought I didn't see you.,27
ham,Pls speak to that customer machan.,34
ham,Can you say what happen,23
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",133
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,80
ham,"That's cool he'll be here all night, lemme know when you're around",66
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,122
ham,I am 6 ft. We will be a good combination!,41
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73
ham,No dear i was sleeping :-P,26
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,121
ham,"As usual..iam fine, happy &amp; doing well..:)",46
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,245
ham,What type of stuff do you sing?,31
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,127
ham,What he said is not the matter. My mind saying some other matter is there.,74
ham,No problem baby. Is this is a good time to talk? I called and left a message.,77
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,142
ham,Nt yet chikku..simple habba..hw abt u?,38
ham,"Hey , is * rite u put »10 evey mnth is that all?",48
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87
ham,on hen night. Going with a swing,32
ham,At WHAT TIME should i come tomorrow,35
ham,(That said can you text him one more time?),43
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84
ham,Are you the cutest girl in the world or what,44
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79
ham,I told that am coming on wednesday.,35
ham,"What will we do in the shower, baby?",36
ham,Please don't text me anymore. I have nothing else to say.,57
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,52
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44
ham,"Just dropped em off, omw back now",33
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,145
ham,You do got a shitload of diamonds though,40
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,70
ham,Ok. Very good. Its all about making that money.,47
ham,Nvm it's ok...,14
ham,R u here yet? I'm wearing blue shirt n black pants.,51
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",159
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66
ham,I don't know but I'm raping dudes at poker,42
spam,Money i have won wining number 946 wot do i do next,51
ham,"Call me, i am senthil from hsbc.",32
ham,Sorry da thangam.it's my mistake.,33
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,155
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,58
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,110
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119
ham,Ard 530 lor. I ok then message ü lor.,37
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,137
ham,Yes see ya not on the dot,25
ham,No that just means you have a fat head,38
ham,There bold 2  &lt;#&gt; . Is that yours,39
ham,In work now. Going have in few min.,35
ham,"Sorry, I'll call later",22
ham,Is that on the telly? No its Brdget Jones!,42
ham,Can... I'm free...,18
ham,Somebody should go to andros and steal ice,42
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",132
ham,"Come to mu, we're sorting out our narcotics situation",53
ham,"Hurry up, I've been weed-deficient for like three days",54
ham,After the drug she will be able to eat.,39
ham,Thanx 4 e brownie it's v nice...,32
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153
ham,";-( oh well, c u later",22
ham,There the size of elephant tablets & u shove um up ur ass!!,59
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,112
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140
ham,So how are you really. What are you up to. How's the masters. And so on.,72
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136
ham,Re your call; You didn't see my facebook huh?,45
ham,Yup ok...,9
ham,Hi. I'm always online on yahoo and would like to chat with you someday,70
ham,Hello madam how are you ?,25
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104
ham,Ok try to do week end course in coimbatore.,43
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,59
ham,"U so lousy, run already come back then half dead... Hee...",58
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73
ham,Okay. I've seen it. So i should pick it on friday?,50
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,80
ham,Are you angry with me. What happen dear,39
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,115
ham,Or just do that 6times,22
ham,No..he joined today itself.,27
ham,I'm reaching home in 5 min.,27
ham,Shhhhh nobody is supposed to know!,34
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,66
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134
ham,All e best 4 ur exam later.,27
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",175
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,144
ham,Jordan got voted out last nite!,31
ham,Huh so early.. Then ü having dinner outside izzit?,50
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85
ham,Its sunny in california. The weather's just cool,48
ham,Are you going to write ccna exam this week??,44
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",154
ham,Nothing just getting msgs by dis name wit different no's..,58
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",122
ham,2 and half years i missed your friendship:-),44
ham,Thanx but my birthday is over already.,38
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",148
ham,So u workin overtime nigpun?,28
ham,Yup ok...,9
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157
ham,I will reach ur home in  &lt;#&gt;  minutes,43
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,141
ham,You call him now ok i said call him,35
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",159
ham,Anything lor if they all go then i go lor...,44
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,106
ham,That is wondar full flim.,25
ham,Easy ah?sen got selected means its good..,41
ham,Ok thanx... Take care then...,29
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,69
ham,I am not sure about night menu. . . I know only about noon menu,63
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,111
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",54
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",111
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158
ham,I might go 2 sch. Yar at e salon now v boring.,46
ham,"Just checked out, heading out to drop off my stuff now",54
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,159
ham,Cold. Dont be sad dear,22
ham,He remains a bro amongst bros,29
spam,3. You have received your mobile content. Enjoy,47
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129
ham,U should have made an appointment,33
ham,Mathews or tait or edwards or anderson,38
ham,Still in the area of the restaurant. Ill try to come back soon,62
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,146
ham,Hey what happen de. Are you alright.,36
ham,All sounds good. Fingers . Makes it difficult to type,53
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,89
ham,Thats cool. I want to please you...,35
ham,"Haha awesome, be there in a minute",34
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103
ham,I'm in inside office..still filling forms.don know when they leave me.,70
ham,No calls..messages..missed calls,32
ham,Also that chat was awesome but don't make it regular unless you can see her in person,85
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159
ham,I not at home now lei...,24
ham,She ran off with a younger man. we will make pretty babies together :),70
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,232
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,84
ham,On ma way to school. Can you pls send me ashley's number,56
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,54
ham,How did you find out in a way that didn't include all of these details,70
ham,You always make things bigger than they are,43
ham,I will be gentle princess! We will make sweet gentle love...,60
ham,"Haha better late than ever, any way I could swing by?",53
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139
ham,Ok. How many should i buy.,26
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,82
ham,I re-met alex nichols from middle school and it turns out he's dealing!,71
ham,Yo we are watching a movie on netflix,37
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,87
ham,jay says he'll put in  &lt;#&gt;,32
ham,You best watch what you say cause I get drunk as a motherfucker,63
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,83
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",147
ham,Oooh bed ridden ey? What are YOU thinking of?,45
ham,I only haf msn. It's yijue@hotmail.com,38
ham,I pocked you up there before,28
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,53
ham,Lol I would but despite these cramps I like being a girl.,57
ham,Ok i'm coming home now.,23
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",124
ham,I cant pick the phone right now. Pls send a message,51
ham,Bring it if you got it,22
ham,Well there's still a bit left if you guys want to tonight,57
ham,So u wan 2 come for our dinner tonight a not?,45
ham,Dear i have reache room,23
ham,You getting back any time soon?,31
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,95
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",152
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,175
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",150
ham,Also are you bringing galileo or dobby,38
ham,I'm done...,11
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,64
ham,Hmmm:)how many players selected?,32
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,75
ham,And whenever you and i see we can still hook up too.,52
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,63
ham,Excellent! Wish we were together right now!,43
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,57
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,71
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",128
ham,I'm not sure if its still available though,42
ham,Great comedy..cant stop laughing da:),37
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",163
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",106
ham,Tell me pa. How is pain de.,27
ham,I have no idea where you are,28
ham,"Oh... Icic... K lor, den meet other day...",42
ham,It should take about  &lt;#&gt;  min,36
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",78
ham,"Cool, I'll text you when I'm on the way",39
ham,Hey what how about your project. Started aha da.,48
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,148
ham,If india win or level series means this is record:),51
ham,I am late. I will be there at,29
ham,Can ü send me a copy of da report?,34
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",90
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,94
ham,University of southern california.,34
ham,Dont show yourself. How far. Put new pictures up on facebook.,61
ham,But i dint slept in afternoon.,30
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106
ham,What's a feathery bowa? Is that something guys have that I don't know about?,76
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,158
ham,I not busy juz dun wan 2 go so early.. Hee.. ,45
ham,"Some friends want me to drive em someplace, probably take a while",65
ham,So when do you wanna gym harri,30
ham,Lmao!nice 1,11
ham,No da. . Vijay going to talk in jaya tv,39
ham,if you text on your way to cup stop that should work. And that should be BUS,76
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,87
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148
ham,Ok...,5
ham,If You mean the website. Yes.,29
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",99
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",790
ham,I am taking you for italian food. How about a pretty dress with no panties? :),78
ham,"How long before you get reply, just defer admission til next semester",69
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,169
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,97
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,137
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",67
ham,"Alright omw, gotta change my order to a half8th",47
ham,K.k:)apo k.good movie.,22
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",281
ham,I went to project centre,24
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,103
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",156
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,159
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,63
ham,With my sis lor... We juz watched italian job.,46
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,84
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",156
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126
ham,I told your number to gautham..,31
ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,83
ham,S....s...india going to draw the series after many years in south african soil..,80
ham,Thankyou so much for the call. I appreciate your care.,54
ham,"Sorry, I'll call later",22
ham,I called but no one pick up e phone. I ask both of them already they said ok.,77
ham,"Aight, I'll hit you up when I get some cash",43
ham,I need you to be in my strong arms...,37
ham,"Come round, it's . ",19
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,149
ham,"Doing nothing, then u not having dinner w us?",45
ham,Ard 6 like dat lor.,19
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119
ham,Arun can u transfr me d amt,27
ham,Am in gobi arts college,23
ham,Ü bot notes oredi... Cos i juz rem i got...,43
ham,Just come home. I don't want u to be miserable,46
ham,Good Morning my Dear........... Have a great &amp; successful day.,66
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,71
ham,Nite...,7
ham,Did u got that persons story,28
ham,"Sorry, I'll call later in meeting",33
ham,Which is weird because I know I had it at one point,51
ham,Am only searching for good dual sim mobile pa.,46
ham,"Now, whats your house # again ? And do you have any beer there ?",64
ham,Pls call me da. What happen.,28
ham,I'm e person who's doing e sms survey...,40
ham,Wen did you get so spiritual and deep. That's great,51
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,84
ham,"It'll be tough, but I'll do what I have to",42
ham,"Carlos took a while (again), we leave in a minute",49
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54
ham,"Didn't try, g and I decided not to head out",43
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,98
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,159
ham,"Hm good morning, headache anyone? :-)",37
ham,I cant pick the phone right now. Pls send a message,51
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",141
ham,I'm fine. Hope you are good. Do take care.,42
ham,Alright i have a new goal now,29
ham,Serious? What like proper tongued her,37
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324
ham,Takin a shower now but yeah I'll leave when I'm done,52
ham,Oh thanks a lot..i already bought 2 eggs ..,43
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87
ham,Dude just saw a parked car with its sunroof popped up. Sux,58
ham,What pa tell me.. I went to bath:-),35
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,150
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,338
ham,I'll meet you in the lobby,26
ham,Waaaat?? Lololo ok next time then!,34
ham,He is a womdarfull actor,24
ham,U GOIN OUT 2NITE?,17
ham,"Until 545 lor... Ya, can go 4 dinner together...",48
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,148
ham,Sorry da..today i wont come to play..i have driving clas..,58
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,121
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",88
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",72
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,145
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,73
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",78
ham,Oh...i asked for fun. Haha...take care. ü,41
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",94
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158
ham,S:)but he had some luck.2 catches put down:),44
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,152
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95
ham,Stupid.its not possible,23
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,88
ham,Do well :)all will for little time. Thing of good times ahead:,62
ham,Ok lor...,9
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",148
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,120
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65
ham,They will pick up and drop in car.so no problem..,49
ham,U in town alone?,16
ham,Ok...,5
ham,WHO ARE YOU SEEING?,19
